Text,Sentiment
nan,Neutral
four acceptable counterparties following counterparties transaction coral duke dynegy reliant john bank montreal would like take offer made help balance short swap exposure organization replace third party offsetting transaction per conversation offset contract short position would allow u accommodate following transaction buying five half contract day z natural gas last day swap selling third party buying sixteen half contract day fz natural gas last day swap selling third party buying four contract day jv natural gas last day swap selling third party buying two contract day fz natural gas last day swap selling third party find appropriate offsetting position please contact thank david deveny bank montreal commodity derivative group font size attachment contain confidential privileged information intended recipient please notify sender immediately return delete destroy copy dissemination use information person intended recipient unauthorized illegal unless otherwise stated opinion expressed author endorsed author employerfont property corp andor relevant affiliate contain confidential privileged material sole use intended recipient review use distribution disclosure others strictly prohibited intended recipient authorized receive recipient please contact sender reply corp delete copy message attachment hereto intended offer acceptance create evidence binding enforceable contract corp affiliate intended recipient party relied anyone basis contract estoppel otherwise thank font size attachment contain confidential privileged information intended recipient please notify sender immediately return delete destroy copy dissemination use information person intended recipient unauthorized illegal unless otherwise stated opinion expressed author endorsed author employerfont,Positive
earlier today stepped chairman board chief executive officer decision reached cooperation board creditor committee effective immediately emerge bankruptcy need ceo focus percent effort rebuilding company unfortunately multiple inquiry investigation require immediate attention time unable fully concentrate important stakeholder preserving value creditor dedicated employee creditor committee begun search restructuring specialist serve interim ceo help company emerge bankruptcy individual join remaining management team direct company ongoing operation truly believe survive remain director board help see time witnessed tremendous change opportunity seen people rigorously grow maintain one world efficient safest gas pipeline network seen people dedicate cause became passion opening energy market observed smart people come together team build creative solution like enrononline watched people tirelessly give help fellow employee community regardless happened proud much able accomplish thank contribution company inspiration year ken lay,Positive
hello ryan name garrett stephenson executive recruiter houston area currently opportunity available ercot wscc trading wondering would interested looking opportunity knew someone would please let good phone number time contact representing great company offering great benefit base book back trader thanks garrett stephenson kane associate phone mobile,Positive
probing palace coup electricity panel focus price hike action iso president kimberly kindy orange county register sacramentoa state senate committee set today start serving subpoena electricity producer official manage california energy grid determine whether acted concert manipulate energy price investigative committee headed state sen joe dunn dsanta ana focusing series event last fall filled enough shakespearean plot twist intrigue earned name around capitol palace coup lawmaker consumer group allege event directed man head state energy grid fueled california energy crisis pushed state powerbuying business helped make billion dollar power producer central question behind palace coup whether terry winter president independent system operator acted alone took step remove key price cap designed limit amount power generator could charge winter defied board gov gray davis filed page request remove cap record interview show event could taken place without concerted effort said dunn subpoena force involved including winter provide sworn testimony event committee turn email personal calendar memo davis spokesman steve maviglio said governor felt betrayed action winter governor belief defining moment mounting problem turned instant crisis maviglio said winter refused comment referring question public relation office iso spokesman gregg fishman said dunn committee find criminal conduct decision made iso upper management one goal mind keep light time generator refusing sell power california price cap emergency fishman said take action became known palace coup began oct iso board member voted severe restriction amount money electricity producer could charge power restriction would drive price low per megawatt nearly time per megawatt limit seven month earlier electricity generator grinned beared price cap new plan iso much said dunn whose committee investigating since hell broke loose record show oct power generator electricity trader filed letter federal energy regulatory commission demanding new plan killed letter six within two hour represented dozen power generator removed immediately iso price cap sow confusion market threaten reliability stifle new investment generating capacity read one letter written duke energy vice president william hall iii although nothing illegal generator acting together lobby price cap dunn belief letter action around time showed clear coordination among energy official said main aim subpoena determine whether collusion occurred fix price would violate federal trade law oct letter electricity producer told federal official price cap removed would lead collapse energy market generator got way next day federal commission killed new pricing plan left place price cap established five month earlier power producer turned attention toward killing cap saying could make profit even constraint began withhold power california dec iso declared first stage emergency braced blackout narrowly averted followed next day considered governor dunn pivotal moment energy crisis winter position president chief operating officer iso submitted page emergency request asking federal official abolish price cap final authority lifting cap rested federal government neither iso board established price cap governor learned winter action cap removed fact attorney helped draft emergency request charles robinson meeting representative governor iso board member hour filing made mention anything retrospect told robinson said price cap gone generator filed paperwork federal regulator justifying higher cost iso staff sat meeting governor key energy adviser poker face saying word something going exact moment maviglio said beyond belief failed mention something significant action accelerated utility move toward bankruptcy forced governor move state powerbuying business price electricity jumped average megawatt megawatt within three day iso record show dunn belief resulting overcharge electricity exceeded billion robinson said filing granted two hour request helped rather hurt californian price said spike result instead followed skyrocketing price natural gas used run power plant generate electricity robinson said emergency order allowed iso secure refund overcharge electricity proven federal official believe action took addressed severe concern robinson said view believe changed made worse financial situation felt made better introduced process review refund jan smutneyjones iso board chairman time executive director group represents power generator said winter consult eliminating price cap smutneyjones also said unaware anyone powergenerating community consulted terry said smutneyjones executive director independent energy producer thought done time keep power flowing iso board called emergency meeting next week demanding winter explain action board member pushed winter removed concern action would lead chaos governor spokesman maviglio said james j hoecker former federal energy regulatory commission chairman defended making decision also defended winter filed emergency motion let california go dark hoecker said iso management independent system operator would dunn committee hope learn event transpired belief memo email around time winter dec action provide vital clue eager find dunn said terry said made filing interest californian find argument basis fact,Negative
sept good,Positive
settlement risk blessed version procedure need run teco call frank busot discus item discussion meeting already received invoice invoiced u sale price rather minimum market price involving clint reconciliation give exposure side think jmf,Neutral
settlement attend lunch could switch credit s,Neutral
sevil grab vince sevil hi vince talk bidding study working anytime need direction move thanks sevil,Neutral
nice hear congratulation new job ft favorite publication never miss read number different ft publication including ft energy collection contact harry arora x london work finance related ecommerce project give useful comment shall interested first issue new publication regard vince millie hullo vince hope well see working ft magazine publishing business responsibility currently termed expatriate division passed statutory probationary period month apology contacting sooner guess knew would hear sooner later especially need help gotten thru probation set loose upon new projectsi investigating several idea new magazine product wondered would able comment one basically want develop magazine product international private investor specifically hnwis ownermanagers resultsoriented intelligent investor longterm investment goal desire able converse private banker andor broker something approaching equal term product would delivered monthly cater developing breed private international investor prefers make informed decision product would aim cover major asset class including wilder shore hedge fund emerging market working portal site imaginatively entitled ftexpatcom nested within ftcom launch international investment significant channel site key distributionmarketing channel future offering early stage testing reaction notion product one would able suggest contact might willingable share thought bang sphere hoping interested enough share thought give pointer would grateful looking forward hearing shn please visit web site financial time intended use addressee contain confidential information intended recipient hereby notified use dissemination communication strictly prohibited receive transmission error please notify u immediately delete,Positive
shane discussed remove strike b tennessee tpas put call mojave discus issue conversation decide proceed tpas typical language donna greif asked initiate tpas pipe two ee company sure tennessee epng raise issue language section initiated tpas ena ena upstream order maintain consistency remove line referencing b omission tpa epng ena line item tpa tennessee ena well tennessee ena upstream either mojave also issue refusing sign tpa u ena el paso owned pipe already contacted someone tennessee want exact language previous tp agreement thanks shane,Neutral
would love mike would like get heather gift certificate birthday still shop ann taylor suggestion please let look forward seeing thanks mom,Positive
sheila could one night next week give laura astro ticket give one mine thanks lynn ticket given sheila distribution st went rick next game given let need thank ricki ricki ticket next week would like go ahead give laura thank switching pipeline thanks lynn lynn ticket available week nd one customer take would interested mother town would like take thanks laura astro ticket fortuesday astro v cleveland indian ticket astro v cub anyone customer would like take please let date name customer customer company asap thanks lynn,Neutral
sheila note agreement par dbab use reasonable judgment value security asset posted margin par e dbab use current rate exchange currency conversion probably applicable ena par agreed commission brokerage charge agreed time time par position limit ena must promptly notify dbab ena required file position report explain please par b sure asked make rep ena relationship fcm day par trader change binding dbab upon receipt written confirmation par verify binding nature trade thanks sara sara shackleton wholesale service smith street eba houston tx ph fax,Neutral
sheila marie looking one appears executed sara sara marie send please advise thanks sheila david get damn compliance folk leave alonethanks help getting done please send back signed original soon best kurt kurt schliemann itg inc madison ave th floor new york ny see attached file quantex redistribution letter v pdf,Neutral
sherry thanks vince sherry j graham congratulation promotion managing director great hard work dedication recognized sherry,Positive
shirley problem vince shirley crenshaw anita kevin g vince would like take th vacation day allright first taxfree shopping day need take grandson buy school clothes thanks shirley,Positive
shirley file vince,Neutral
shmuel thanks invitation speak rd would like split presentation devote time analystassociate program plan make presentation energy derivative market development market u europe valuation challenge role developing forward market natural gas electricity shall send bullet point day vince shmuel oren vince please send title talk job title etc abstract talk hour shmuel oren professor dept industrial engineering operation research etcheverry hall university california berkeley ca phone fax original message,Neutral
shoot draft withdrawal send say reviewed prior submission thanks jeff,Neutral
picture tonight think auction wed excellent bid join world largest service msn hotmail,Neutral
say bitch spanish,Neutral
dinner college student could break mark date would helpful really want hear someone major god sake put ebay alexandra good luck think positively oh godso much desire run dinner tonightmy last since time get shape maybe wire jaw shut dinner yr old going take fork poke hole dream tell tomorrow alexandra yesi something get message desire go running park tonight call earlier today,Negative
sad question eei dying write hour presentation despicable contract hurt bad oh nice day run even slow one,Negative
info regarding chicksor mean ski trip people think dig people wanting go update best weekend first weekend lucky probably worst one everyone hey think could send email going think start copying whole group correspondance mat,Neutral
sold nymex contract settlement currently trading current pl month date,Positive
trouble opening mgmt summary previously able open one change number,Neutral
someone foul odor sure eric thanks help photographer heard ann schmidt margaret allen shall say fragrant photographer,Negative
sophie said gave coding couple week ago,Neutral
sorry delay figure guy moved stuff shawna departed let question hi gerald get copy new committed reservesfirst purchaser gtc last night forgot problem thought would ask please let question appreciate help sbr x,Neutral
sorry didnt respond message instant messenger thing anymore volume light stated volume spread ta one seems want office week everyone want get keep pumping fundamental info good stuff getting anywhere else hey,Negative
sorry delay ran complication left blank fill commercial specific depending purchaser etc kay kay update expect draft submit northwestern chris,Neutral
sorry late reply nyc boston one deal two company talked relient entergy relient ended buying lm turbine entergy ended buying lm turbine plan put customer deal little competition delivery date little probably delivered hope help talk soon ben,Positive
sorry taken long reply checked town last day sound like lot thinking reflecting think healthy analyze one action order better understand oneself better understanding find typically lead self improvement greater control ultimately happiness life however let lead form regret would unfair regret regretted action typically make u stronger better people long run forwarded patty kampmann patti campi might imagine got kick talk soon kevin,Positive
sorry sweetie get anything try open smoooootch mark get open funny sarah sarah hlavinka mcconnell associate general counsel compaq computer corporation m sh houston tx phone facsimile would even funny overlay tu logo obvious get free download msn explorer,Neutral
sorry get yesterday time get together discover hard copy enw cao summarized data u single page format never emailed file gone day tried cell phone get anwer let meeting beth evan went today lavorato working something regarding gas logistics follow meeting called outcome meeting required visit david oxley could tell making meeting probably going happen meeting catch tomorrow sally hope made soccer playoff game tonight,Neutral
sorry hear news thanks letting rick,Neutral
sorry vince town please give call tomorrow,Neutral
sorry idea hi john work corp pr eric thode recommended drop respect question specific trade type one seems answer wanted knew st mlt trade case make difference context french power trading extremely busy get chance would greatly appreciate comment thanks ann x,Neutral
sorry number gerald number christine ryan ntec incomplete contact discussed gerald additional attorney name stan springerley rusk county electric coop christine ryan north texas electric coop john,Neutral
sorry rest message must deleted closing house day,Neutral
sorrysorry sorry havent internet access home past week much easier write home done trading want look computer neutral cash impressive agree shutins switching weather making market look like equilibrium think cashfutures cent xz look crazy soon z becomes prompt fear factorrisk premium decrease whole winter come like hj trade hard see really worth cent settlement buying lot yy cantango think next summer piece longer term gas story still real customer wouldnt surprised see go think x room go lot dont want play market long side burned trying get long market still downtrend seems like curve keep rolling expiry winter month might settle best thing short jan well mkts changed bit since writing im neturalish guess suprised cash strongth guess doesnt mattr cuz dont answer email anyway regard,Positive
sorrysorrysorry yesterday little crazy crude biggest fall year translated busy day plus best employee offered job across street big chunk money least made money getting phone line home today course saying day point install dsl thatll make much easier went bb game last night love stros would presentation go last night doc talk good drug good one jonh good sled going woke upi must nice anyway wanted leave quick message get thanks dinner really good time good meet cha person great day get free download msn explorer,Positive
sound fine kay lisa kay lisa asked see would represent ena legal meeting eecc ena jan th worked company would add lot insight crafting new project development process agenda ozzie mike coleman lisa give brief presentation minute project development process recommendation change made already seen note attaching updated version please let available want change discussion bullet andor recommendation recent message meeting taking place th lunch provided megan let everyone room reserved also premeeting tomorrow wed eb last minute thank advance help catherine x,Positive
sound good wait call,Positive
sound great need ben need noon eastern u chicken anytime time good kay shoemaker kent geae johnson lee l p ssep call tomorrow sometime est kent hi guy thought would good idea come plan action get facility agreement closed tell esa city austin deal time sensitive,Neutral
soussan seems planned contingency look forward meeting next week vince faiz soussan vince suggested arrangement perfect love italian steak choice really look forward meeting hotel reception area time great cellphoneas contingency case needed call best leave message phone work soussan soussan let meet westin oak next reception around several nice restaurant within walking distance galleria shall make reservation italian steakhouse ok reach cell phone look forward meeting vince faiz soussan great look forward dinner thurs hopefully flight time although watched minute last night suffered delay lately let hope weather blame get way best leave message usual work thurs easily check houston staying westin oak galleria preferred place book time coming town problem either great see soussan soussan thanks message would great meet come houston shall town flying back philly assuming flight schedule shall available dinner please let contact th confirm look forward meeting vince faiz soussan dear vince greeting ny hope well great thanksgiving coming houston hope available either dinner would great see catch latest really enjoyed visit last insight risk book gave hope available meet pls let suit better best soussan faiz texaco inc,Positive
s zqyf,Neutral
sta sending via regular mail new air permit redrock expansion contacting near future coming going permit assign responsibility get time would suggest look permit additional recordkeeping reporting existing permit old permit expire facility begin operation turbine station turbine installed location new permit wont apply event happens permit bottom line need keep permit location,Neutral
stan would like offer following rocket ticket ticket per game preferably business first personal use v denver nugget v los angeles lakers v seattle supersonics v utah jazz v toronto raptor v philadelphia er v vancouver grizzly ticket distributed first come first served basis cindy,Neutral
stephanie panus extra copy desk kay hi tana little birdie tell supply energy power risk management glossary booklet getting close found helpful think would help one new lawyer carlos sole could get copy good power reference thanks kay,Positive
stephanie attached redlines review also send clean copy forward calpine,Neutral
stephanie could please add distribution list type meeting thanks,Positive
steve fyi handling guy infrastructure world called well please respond thanks,Neutral
steve fyi response michael surprised probably let different opinion mike,Neutral
steve fyi kim received wire payment dynegy gas transportation clear thanks summary since balance change due scheduling payment received balance see attached detail file shipsummaryxls,Positive
steve noticed allocation going ie able keep ena direct group expense flat trying hard keep corporate allocation flat well view might able achieve goal regard delainey,Neutral
steve start buying nm citygate index week pay much necessary get resonable size thinking winter grigsby,Positive
steve work carol st clair eb phone fax time ny time quick steve original message hub steve free anytime tomorrow carol st clair eb phone fax,Neutral
still new year open right,Positive
still hurt move woke worked really sleepy got dr appointment jerry w germany rode scooter work wwwwoooooo cold back old man,Negative
still working ithave talk apartment lease tonight talk bad news bear god like nagging cough seem shake must sensitive obvious reason played cardsyet je pense think best mention fact want ask cometell katy kelly done already bethlehem full rt room inn mean seriously need research alternative place stay really want bitch honestly vacation said love hosting becomes uncomfortable glad treat like princess come another time give headsup really sorry honest god thing getting hand also want mention weekend plan go eagle concert day affair told gang come noon would drink margs go pub day concert get ticket ok li go bathroom aloneaughhhhh ok dinner saw mandolin movie bad news bear recommendation list chat later e get free download msn explorer,Negative
stranger interest getting drink dinner havent seen forever,Neutral
surprise tax yet answer call anyway sara dale neuner let talk janine visit issue raised head well global weather product,Neutral
susan please set attached book estate thanks kk,Neutral
susan attached electronic agreement ena trading goldman much need signature get gary hickerson sign two change client access agreement give add need certificate typical authorized trader list send back however authorize password applicant goldman form eol keep track track harry arora password applicant think still ena want receive password soon thanks sara,Positive
susan stephanie provide update tomorrow thanks sara shackleton wholesale service smith street eba houston tx ph fax,Neutral
susan please update thing stand columbia respect assignment transaction columbia master master assignment confirms without master master extent one thanks carol,Neutral
ta da,Neutral
talk john griffith right future month andy zipper weather desk designing product pay gasprice exposure hdd product pay financial equivalent mmbtus solution product requires trading gas weather point establish real dynamic trading product trade would like input talk guidance thanks help claudio ribeiro,Neutral
talked length mark baldwin today could give call get chance discus thanks best jeff,Positive
tami thank much invitation think wonderful idea however unable attend thank againn sure wonderful time,Negative
tammy report john louise last week intend make monthly similar earlier include going forward john asst call question jim importance high jim guy busy beyond belief heart contact report however louise anxious put process back place office chair update book would kindly let could pull one together near future frequency ought monthlybimonthly thank tammy,Neutral
tana please let anything assign since copied conversation tanya soma thanks sara forwarded sara shackletonhouect tanya rohauer william tana attached credit worksheet per sara request order amend b master understanding intend amend existing document holding use collateral able rehypothecate collateral tried construct worksheet term reflect current document old document term govern case discrepancy tomorrow please contact bill question thanks tanya,Neutral
ted gave pas mark frevert going return guess leave message rick,Neutral
tell cara great hear beginning think ought send national guard find whereabouts retrieve really miss much since cara came left early would love see watch sound divine drop note let drink sometime tubby oh boohoocry river sorry missed went listen live music friend ut thing going great time london came back cuban dad platinum diamond watch myselfcan wait see give call sometime would like hear new life susan hey sscott going porch tonight fact steak nighthow uk thanks calling telling,Positive
termination letter setting termination date terminates isda master agreement deal no ena owes calculation attached sara shackleton wholesale service smith street eba houston tx ph fax,Neutral
test,Neutral
thank patient carla wise tutelage hopefully speed next day notice anything insanely wrong hesitate yell one thing lagged slightly making comeback tomorrow deal correction report every check discrepancy noted houston determine source error source error broker computer god noted error report given risk management assist daily calculation thanks kate,Positive
thank successful holiday party debbie thoroughly enjoyed hard work definitely paidoff entire organization would like host lunch committee holiday way thanking cindy coordinate schedule thanks stan,Positive
thank quick response file twftxls dennis p lee ets gas logistics,Positive
thank much liz bob nimocks please respond send ask see faye siow registration leave note let personal guest bob hi bob sure print note greg couple folk wanting come tomorrow two ticket left liz bob nimocks please respond greg keynote address hit nail head already spawned constructive discussion debate service core exchange offer secondary tertiary strategy various company value chain support benefit exchange one editor commented presentation offered stark contrast chevron presentation lunch much passive bring horse water approach tomorrow presentation address many point fully thank much taking time drive realize difficult carving schedule however industry benefited insight hopefully net work receive highquality prospect andor recruit return sincerely bob nimocks president zeus development corporation wilcrest dr suite houston tx main direct,Positive
thank tested updated system every thing seems working speak help desk last week decided run program netscape navigator v explorer meiling chen kim michelle thanks patience work exact suddenly stop calculating marginal fuel piece program worked correctly rule possible cause step step make sure whole process work step step possible reason might multiple version calculation component registered server correct one used lately cleaned reregistered working version worked chance talk help desk regarding internet explorer upgrade thanks meiling,Positive
thank stranded transport border keystone month transport volume taken follows keystone socal ehrenburg keystone socal ehrenburg mexican de cobra deal previously mexican de cobra buying gas texaco starting mexican find another supply gas longer buy texaco phil polsky talking mexican deal entered sitara mexican found supply supply coming keystone deal system keystone socal topock,Neutral
thanks debra perlingiere north america corp legal department smith street eb houston texas phone fax,Neutral
thanks ed visiting nicor talked deal electric side acted though knew itso thought would inquire give call thanks terri clynes working compression service jean mrha group convert compressor one nicor storage field electric driven terri provide info current status hope help ed,Neutral
thanks checking message anything bruce sorry cranking got mostly problem document go today kay heard bruce silver called left voicemail free day checking nick palatin heard wondering called following,Neutral
thanks looking outexas ticket u age kid think pas single ticket kid love home tradition game sure wanted give cake pan shape state texas state oklahoma one daugther decorates one decorates second cake add bean dip chip version tailgate party hoping bring meagan look ou fall eye last game season however klein high school started football season strongly winning game date mean headed high school playoff meagan drill team must game last played right thanksgiving playoff decided pick weekend spring drill team contest season make trip meagan interested cap shirt etc ut ou texas tech list available school jacob ted k thanks nice word hope able look student summer internship sure gone spring far texas ticket go come single together even let interested try get might able trade something let school talking find thank taking time schedule come part ou recruiting effort support effort thank coming ou keep posted work hr regard summer intern hook em ted k jacob director energy management university oklahoma west brook room norman ok fax website good see norman earlier week always appreciated attendance presentation coach afterwards sure rewarding see former student jody nate participating side recruiting table done great job changing promoting program pushing lexi resolve question around interview date summer intern asap also left mike mcconnell message make aware issue able get back next week hopefully change strategy become aware five ou texas ticket please let certainly purchase made assumption ticket already sold another note david worn ou shirt work gotten lot compliment number people asked school shirt cap etc list school get merchandise type merchandise get let probably place order,Positive
thanks showing party new name backout ballases,Positive
thanks taking initiative get everyone together spirit spending andy andor gray money thing like need happen often opinion picture high school right,Positive
thanks sorry make party guy come time like back houston thing miss portland happy back let go lunch maybe next let think tell patrick hello take care munchkin kim,Positive
thanks encouragementits going take time get speed sure let anything look good far trade north east regard jon hi heard moved houstonbest luck looking fwd working ne idea done much kind rgds ca,Positive
thanks head,Positive
thanks info mark,Positive
thanks information gb boat far exceeds want show concluded either foot classic appropriate need would like also consider foot model thanks info though keep mind enjoyed talking boat show wife quite sold gb line looking everything detail mentioned particular rush probably want go forward something exciting came either new used interested would need help obtaining appropriate dockage someone backyard thanks rick buy,Positive
thanks note word encouragement exciting work something help build strong franchise appreciate opportunity part sally guy wanted send note congratulation given q ee result continue key integral component success growth ee lot heavy lifting difficult decision believe starting put dent issue time developing significant franchise proud thank dave,Positive
thanks note agree item colin looking could good entity stan met colin skellet wessex water ceo last week agreed wessex water direct help going forward wessex provide ed ic database wessex decide enter residential power gas market ed could provide site registration gaspower price risk management service sit behind wessex brand given wessex biggest retail platform europe given thought could closer integrated direct generally given current market condition expect little choice hold onto wessex time necessarily bad thing could obviously regulatory issue bringing retail water energy business together though think worth looking ed ic customer across uk making good fit wessex also water market open competition future would benefit wessex look forward discussing idea matthew,Positive
thanks note able cover child time get leal custody time lag possibly adoption final thanks pete,Positive
thanks pic pl,Positive
thanks pic cute ben,Positive
thanks schedule game seattle still available would love use seat thanks help,Positive
thanks update gotten price doug leach fyi,Positive
thanks update glad fernley able get together let hear mark tim discussion set put memo outline change making scott pleus devotes full time eb hope weekend good one seen brent yet sally sally wanted give quick update met fernley last good discussion wanted initial assessment project rough timeline admire fact took almost minute time show interest project told would prudent return month implementation book split way ensure process tool place used trader support staff brent need assistance time could stay week span meet two need one trip spoke mark tawney today welcome support weather desk asked mark impact trader leaving said probably trading even tim norton meeting mark today assuming thing go well could began training almost immediately try call tomorrow todd,Positive
thanks updateother gallagher boland think anything might squirreling away capitalizing grynberg go work order also expensed right also absolutely trust ronald reagan sense trust verify adios df louis soldano louis soldano louis soldano eric elaine drew since going spoke elaine capital charge associated specific project expansion project believe provided m patel list ets project fit category couple well could charge allocated general overhead capitalized matter might fall category would gallagherboland outside counsel cost going work order total amount northern believe planning estimate cost treat assuming elaine others give u go ahead elaine anything add also understand collecting charge group get back u put distribution list since trust drew smart trust thx louis need anything df,Neutral
thanks word encouragement,Positive
thanks office next week get attorney review final revision upon return close thanks debra attached redline version gisb addendum negotiating attorney edited first paragraph clarify thing based previous conversation take look let meet approval ok send original execution thanks priscilla babilonia orion power gisb addendum rev rdldoc gisb addendum rev rdldoc file gisb addendum rev rdldoc,Positive
thanks help north america corp bharat scott received call get right suspect correlation position term structure outright price level let see thanks frank,Positive
thanks help sound like good fit u issue need addressed file name curve cell link file curve file concern data everydayprices next gas day thanks much help pl,Positive
thanks note glad liked picture would love recital spend night thought would work could come night could enjoy dinner together could take day work could fun thing would probably rushed dinner night heading amanda recital could make drive back breakfast whatever work great though heading los angeles tomorrow national charity league national meeting patti sending flight hotel info night open getting sue night life whittier far come pick good time catching sally thanks much mailingthe picture wonderful especially good really like one three david meagan dad feel driving mother day brunch staying recital would long always gracious inviting u special event however making plan drive recital spend night would right still comtemplating baseball game would quite wonderul experience see new field let soon love mom,Positive
thanks note nice way start sally julie sally congratulation promotion certainly well deserved julie armstrong,Positive
thanks genia genia fitzgerald rhonda l leslie ferc approved list genia tana jones london legal called referenced u counterparty come london credit based list need u power marketing license let thanks,Neutral
thanks jay hi kevin asked la metrice dopson head support call regarding service please let hear follow jay,Positive
thanks much storybook wine extremely sweet really appreciate gave eldon check man get creamed pool sigh best jeff,Positive
thanks theresa paul deal ejw also psco deal petrogulf system supply side thought deal w swing capability susan,Neutral
thanks tj unfortunately presumed would get attend problem though since two class get great thanks best jeff,Positive
thanks much getting contract please address one bev hedy letter head sign send today thanks bunch,Positive
thanks kay,Positive
thanks looking forward big waymostly still winter big df drew congratulation think better person job look forward seeing hallway building hope family love living houston john see soon kim michael moran currently managing director general counsel ets decided retire distinguished career mike conscience statesman organization hard imagine ets organization without mike fortunately drew fossum currently vice president general counsel northern natural gas transwestern accepted offer become vice president general counsel ets effective drew relocate houston report new role assist transition issue special project mike agreed stay board several month managing director special counsel chairman continue report please join congratulating drew new assignment thanking mike many contribution ets,Positive
thanks michelle mark michelle meeting scheduled today ebc rick calling meeting mark senior counsel ena phone facsimile michelle mark already taken place would like participate assistant twanda sweet calendar also fyi rick johnson town end week want facetoface mhc mark joya morris richard jay gustavo michelle dee jeff rick need set meeting benefit group tax people walk structure want purchase project crane made good bit progress toronto tax structure clearly indicated need confirm relation benefit issue would like meeting sometime need coordinate schedule soon possible please advise respective availability meeting scheduled keeping mind need rick involved thanks mark senior counsel ena phone facsimile,Positive
thanks check fletcher sturm johnny new deal pl yesterday tue looked little high sideso asked myguy double check deal checked today said checked recheckedmy new gas deal saw filled nq instead boy fix show tomorrow thur jumbos fletch p thanks help gas businessit give u tremendous advantage rival king even notice million error one trade yahoo yahoo mail personal address get domain yahoo mail,Positive
thanks get mike let jeff heather jeff heather finish defining group need wondering office chairman need data analysis publication regular basis need put project timeline please let u thanks jen,Neutral
thanks lisa appreciate john asking call aleck rosalee lisa per request attach copy summary latest change copy mr lavorato assistant regard lisa per aleck dadson,Positive
thanks,Positive
thanks best luck hesitate call anything need look forward getting sd soon maybe talk jessie drink best jeff,Positive
thanks bought travelocitycom extra cash sitting around k dg,Positive
thanks provide appropriate signature block enaect investment inc agent mahesh lakhani paul john janine jugginslonect cindy sara formed investment service ltd set regard mahesh janine juggins paul john mahesh please update sara status think formed mahesh confirm regard janine john word yet creation new entity sara,Neutral
thanks feeling laura gift bath bag donation glad got ended short cash collected cooky susan elise weatherall laura wrote name tissue paper forgot card gift bath bag lip gloss sorry confusion great cookie sale karen george tell someone gave u donation well great job elise weatherall greenway plaza suite houston texas fax hi elise sorry bother kali unwrapping present last night two without card tag probably lost transit narrowed laura sofi get thank note correct laura give kali skipper doll bath set blue bag thanks help susan p ended selling box booth,Positive
thanks fact felt way pl,Positive
thanks seem keeping busy today kay young nothing pertaining star supply petroleum inc kay c young legal specialist north america corp phone fax tana jones one forwarded tana joneshouect daniel diamond tana please send bilateral nda broker client rob rynveld star supply petroleum inc engle street englewood nj thanks dan,Neutral
thanks look like going nonethelessthings joseph alamo take longer going portland need cancel ticket would let thanks joseph,Neutral
thanks pls send jim sentfriday hey jim glad made back one piece sure wife frantic fyi past weekend becky attended nesa annual conference ne highlight panel entitled power deregulation pan el brad williams sr vp entergy wholesale operation michael schneide r director san diego gas electric sdge steve gillialand sr vp du ke energy north america llc jerry winter vp reliant energy service note loretta lynch president cpuc scheduled participate panel well noshow guess chickened w probably best everyone panel slammed california governor cpuc opportunity questioning michael schneider asked via n ote card sdge regard open access look like th e legislature going sdge position record said open access pas legislature would segmented example depending size customer would dep end participate regard open access large custom er opportunity participate open access supposedly b ecause smaller customer really educated issue open access able participate sounded rather patronizing even rather pleasant sdge feel open acces said definitely favor open access feel needed large customer smaller customer ar e quite ready open access lack education suppos edly smaller customer sophisticated enough guess jim question something everyone ca call already cluding send others fyi melinda,Positive
thanks far got put ee thing rest exists head right sorry part fair job explaining data issue assume visit cover information ultimately go section,Neutral
thanks sorry seem taking alot time lately dg,Neutral
thanks project done year ago john sarah dutch future information work dutch take several day margin financing agreement term warren tashnek left message today saying soc gen document coming john dutch sarah create spreadsheet summarizing open future interest broken commodity broker including maintenance initial margin commodity including rate currency gas crude etc also create list margin financing agreement place rate pay thanks john,Positive
thankyou much need reschedule meeting day next week work main number cell maybe try first road lot think see julie julia dave stevenson phone work thanks scott hey scott dave stevenson said would great guy visit rotation etc would love meet free let good time stop regularly thanks julie julia young sudduth ew east power trading work,Neutral
nice hear look forward speaking hi eric today aunt twila called see andrea called last night twila said probably call thoughtful loving people life wonderful day love mom,Positive
deal karen thank karen buy drink law conference isda agreement electronic form send clean version karen tana electronic version isda agreement good clean version copied new expanding library really appreciate help karen,Positive
exactly right would say loretta brown winner continue winner best jeff p give call get minute thanks held brown insisted held loretta took voice vote overrule brown hold duque bilas joined brown taking item agenda saw brown pissed called loretta liar somehow knew going happen prevented mean hold well look like loretta smart think property corp andor relevant affiliate contain confidential privileged material sole use intended recipient review use distribution disclosure others strictly prohibited intended recipient authorized receive recipient please contact sender reply corp delete copy message attachment hereto intended offer acceptance create evidence binding enforceable contract corp affiliate intended recipient party relied anyone basis contract estoppel otherwise thank,Negative
